feature,importance_gain
feature_1033,90.67859935760498
feature_170,90.10236096382141
feature_749,89.88681173324585
feature_491,89.77330112457275
feature_140,89.05385065078735
feature_479,88.9376916885376
feature_263,88.40535764407832
feature_1092,88.09038817882538
feature_1151,87.91899871826172
feature_317,87.82886028289795
feature_1181,87.82860088348389
feature_224,87.46764993667603
feature_216,87.41164112091064
feature_1111,87.21399974822998
feature_1067,86.88321924209595
feature_175,85.80904006958008
feature_287,85.65579032897949
feature_1200,85.43613243103027
feature_1202,84.73770141601562
feature_1192,84.45950984954834
feature_310,84.42349042343267
feature_1185,83.00947093963623
feature_283,82.69363179293578
feature_1179,81.32570171356201
feature_476,81.17980194091797
feature_673,81.05922889709473
feature_364,80.87045936193317
feature_1135,80.7997989654541
feature_27,79.27760124206543
feature_776,79.04500102996826
feature_1171,78.59610176086426
feature_923,77.69947957992554
feature_116,77.3588695526123
feature_357,76.7689299583435
feature_344,76.41996955871582
feature_36,76.40120124816895
feature_284,76.25894069671631
feature_1324,76.06389999389648
feature_604,75.39650058746338
feature_1187,74.69049978256226
feature_834,73.47780132293701
feature_25,73.4678008556366
feature_385,72.82330131530762
feature_1190,72.63982009887695
feature_400,71.26651954650879
feature_80,71.25394105911255
feature_325,71.01230072975159
feature_421,70.46565961837769
feature_219,70.22330093383789
feature_316,70.03279954224126
feature_424,69.9898796081543
feature_1155,69.75537967681885
feature_788,69.55497884750366
feature_40,68.89717861262034
feature_502,68.7635588645935
feature_1129,68.58150005340576
feature_384,68.31820094585419
feature_462,67.90433120727539
feature_315,67.68070030212402
feature_251,67.1436014175415
feature_489,66.2431001663208
feature_450,65.04029846191406
feature_139,64.36079978942871
feature_408,63.708099365234375
feature_733,63.46661925315857
feature_182,63.19170093536377
feature_405,62.741440176963806
feature_179,61.98950004577637
feature_680,61.875160217285156
feature_899,61.41969966888428
feature_751,61.38233041763306
feature_1346,60.793399810791016
feature_1070,60.70291996002197
feature_124,60.22882400540402
feature_477,60.220499992370605
feature_155,60.097989320755005
feature_61,59.85611963272095
feature_56,59.385069847106934
feature_438,59.11239147186279
feature_149,59.02379894256592
feature_1342,58.68681049346924
feature_423,57.96710014343262
feature_395,57.9262900352478
