index,score
0,0.7467489696445039
1,0.271270489489433
6,0.5017690121760732
10,0.6812108323766867
11,0.4720721907522066
12,0.4484069480776107
13,0.3466887479534035
17,0.5722848485989047
18,0.3086549861678303
19,0.6396484558782016
33,0.0010868133315768674
35,0.08116754803620829
40,0.48910363776652804
41,0.08686978941227394
42,0.4108813068106969
54,0.7094962079153885
55,0.03178105651429324
57,0.3366204339725615
60,0.9788330165421458
65,0.45620753900295463
66,0.9888589871464328
69,0.17798332611927659
72,0.5253966162937312
75,0.39350170314470145
79,0.11650074336149951
81,0.1615070478197866
82,0.23994580047800967
85,0.3561830739409451
86,0.8093983476673504
87,0.6955181888326402
95,0.600165609650526
96,0.04112012345446676
97,0.9653725276172912
98,0.31464892636016334
101,0.7058358582531946
104,0.5781000056457836
107,0.733697800026347
114,0.8503020494194252
119,0.05085910006210362
120,0.8779381598509514
127,0.28812315335830024
130,0.6312550576810885
134,0.8404972053371473
135,0.38195607580405366
143,0.3471780491935939
154,0.4875510472928468
158,0.8720147919528766
159,0.6302388166437699
163,0.1279899128667407
166,0.3206710954701997
167,0.7710822967047444
172,0.2570807535239099
173,0.5330372433520899
175,0.4063458606997008
178,0.7664715734798728
190,0.7486308974913902
193,0.32635451756779643
197,0.5047236388956847
198,0.9309614769369743
200,0.11437416489451795
201,0.8921561247341777
203,0.8584602066356776
205,0.1683572651824529
206,0.014349699832508422
207,0.4785083839885579
210,0.9965843009579013
220,0.5394357980315034
228,0.2812917552741028
234,0.5398592317970529
239,0.8174906374089618
243,0.40088826994373034
246,0.6204716111184297
249,0.4921429512392495
254,0.5653969926793007
260,0.05914899222763799
263,0.5821743794342925
268,0.670822590661874
269,0.9066657884336714
273,0.4257955849972712
274,0.9148992227637992
275,0.021397519619097805
277,0.6159079360897303
286,0.6266255151777481
288,0.6708508195795774
294,0.5133428684344242
295,0.9132619455370081
297,0.786288273707586
299,0.41513446374466
302,0.4013211133485142
307,0.4199051508365169
309,0.5844373976701733
312,0.2728795377985208
314,0.5549052449329093
315,0.7250503415699042
316,0.42388542823268155
319,0.9756713777593767
322,0.814272540790786
325,0.21874588328283492
333,0.6811826034589834
334,0.10427762199597268
335,0.15663285469635094
338,0.9582117921598886
339,0.706673316145059
340,0.6690159399288631
343,0.5940022959519732
344,0.2742062969305757
350,0.39276775128441577
351,0.7443024634435516
354,0.187233001486723
355,0.8905847149820276
360,0.35889305004046146
365,0.7421382464196322
369,0.4960479515215387
371,0.38795942563562114
377,0.46510435289910984
380,0.8001580819391384
383,0.24245817415360296
386,0.0664414626343226
388,0.32795415623764984
392,0.5287182189434857
394,0.608469616274912
395,0.08358582531945725
398,0.5579445584056307
399,0.4681389615522141
403,0.39348758868584977
404,0.3839791482394565
411,0.1803639648455878
416,0.2466831021698628
423,0.3689801832997723
425,0.6706814460733576
427,0.8721606413610102
434,0.69937143609914
441,0.7274497995746843
446,0.08071588535295557
447,0.9140899937896381
449,0.047198750399909666
450,0.04660594312814047
457,0.5483373167472759
460,0.874880027099761
462,0.9725426727139281
468,0.8048440822778855
478,0.7405386077497789
484,0.6771552778666466
485,0.6670681446073358
495,0.47023731110149236
496,0.6967931949489057
503,0.11750757475958372
506,0.389154449818394
507,0.11586088789355817
510,0.6862073508101699
511,0.6424807572877655
514,0.6797617479345842
517,0.07290588478837721
519,0.5615860887893558
523,0.555639196793195
524,0.9474848034326364
530,0.8418521933869055
535,0.7207783653574722
546,0.7655588384741329
549,0.37338389446148634
551,0.2531098857669797
553,0.7669514650808288
554,0.9042381015111881
558,0.43796224852739146
559,0.7558104522272616
562,0.20636279805032276
563,0.9916630596382935
568,0.8321696746146753
572,0.6925306283757081
579,0.2579088017765399
581,0.14003425108681333
586,0.06399495643337035
589,0.7015638820407626
590,0.23315204095074996
594,0.867709882003124
600,0.20454673767807743
601,0.7000959783201912
603,0.39015187157724374
605,0.755057681088507
606,0.4125468129551913
608,0.7851214784425166
609,0.3883640401227017
