index,score
194357,0.2471253552138811
313222,0.5698477520371868
321873,0.9240736210173702
118689,0.7834371530195532
342561,0.15860887893558162
47516,0.4708489376517304
93769,0.11920130982178143
293478,0.5371774846152398
74312,0.06871859532905508
235772,0.9292724466943937
265505,0.41720458437623503
15335,0.5897303197395412
111727,0.7061651956263997
212062,0.16267384308485613
318170,0.11853322543613679
155630,0.6563317462408491
217246,0.08035831906204716
47877,0.11962474358733086
110229,0.012044338220072642
132875,0.6369196605002164
25813,0.48978113179140714
312447,0.3425861452471912
154217,0.6494015469446901
280898,0.6041694111447767
14534,0.2537685605133899
15144,0.3652163276059996
150572,0.6870636279805032
145145,0.05806217889606113
311181,0.7664621638406384
353415,0.543152605529104
92971,0.9467978997685229
131351,0.7716562846980447
139575,0.8567006040988389
165558,0.22017614844646857
268164,0.25296874117846324
275394,0.018932194139676686
38467,0.9632177202326063
133156,0.07014886049268872
2093,0.7753919114741141
223009,0.8753693283399514
216290,0.9991154939119634
46758,0.5486384252027777
79613,0.4703690460507744
199917,0.12451775598923537
75979,0.5516495097577959
174572,0.8698270508308712
89380,0.8995709204509099
289908,0.6275900031992774
143612,0.586587500235241
288639,0.7245234017727761
225937,0.45274479176468374
57507,0.6864520014302652
88901,0.19169317048384366
27010,0.5794644033347761
158199,0.9964619756478537
244921,0.2462690780435478
98247,0.6763460488924855
263920,0.18861621845418447
140984,0.4113706080508873
77392,0.21374936484935167
93623,0.268438188079869
132729,0.9008224024690893
229982,0.10745808005721061
327728,0.7793157310348722
18791,0.033112520465965335
226837,0.9486892372546436
157415,0.3569170258012308
32911,0.47730395016655064
192632,0.4039275834164518
220575,0.8034326363927207
203859,0.9665957807177673
142084,0.16049080678246797
246516,0.43618853153170106
280957,0.23311440239381223
141416,0.11376253834427988
215810,0.8354818676251953
94408,0.7763516946760262
220170,0.5357472194516062
251265,0.032303291491804206
307456,0.7428627886406836
125545,0.28748329789035887
3296,0.40389935449874853
68609,0.509654289854527
298852,0.384120292827973
186491,0.9006248000451663
145746,0.8527579652596119
23342,0.1823682180025218
78807,0.8202476617046502
50091,0.24124433069236126
59855,0.4310743926077874
311161,0.38479778685285204
88770,0.04153885240039897
348424,0.13552703389352053
289877,0.5368293279635659
148127,0.24031277640815252
132482,0.37067391836197
80217,0.7415736680655663
312058,0.7667350433784369
271096,0.14137982949733707
242368,0.8587001524361556
176061,0.4269153320661686
139785,0.8950637032576171
338136,0.7663304288913563
346961,0.7858930688597399
351530,0.6347178049193594
334072,0.40942281272935993
100561,0.918164367578147
150021,0.0837457891864426
205416,0.7589532717315618
267715,0.9776991550143967
54541,0.6471573479872782
78765,0.07659446336827445
7493,0.7825150083745789
153943,0.7652200914616933
61664,0.8541411822270734
311036,0.40803959576189847
227345,0.7659258144042758
104608,0.4057248245102283
314684,0.19173080904078138
17044,0.8406948077610704
129195,0.7926115512731242
199767,0.2009522554905245
304830,0.4280068502173627
59487,0.23079022150290757
75489,0.18754351958145923
130141,0.8443927959802021
76577,0.48052204678472626
170301,0.09140523552327004
178473,0.3004686000338747
265730,0.11035624894141559
195878,0.5465118467357961
258452,0.858469616274912
58501,0.9210907653800553
281025,0.40169749891789147
25248,0.2307714022244387
111830,0.8784368707303762
177607,0.9065811016805616
272504,0.3454043321979035
140906,0.2727336883903871
2475,0.3863127387695956
160847,0.5156011818506878
141607,0.710813557408209
350632,0.17732465137286638
302899,0.9012646555131076
41473,0.23244631800816756
207136,0.9136101021886821
230128,0.8046747087716657
166724,0.5009315542842088
173687,0.5043566629655419
173890,0.5730940775730659
175939,0.07214370401038823
194082,0.07047819786589382
311218,0.1967743756704368
255201,0.003556843630615202
332935,0.00220185558085703
56146,0.1359975158552421
46239,0.7358573122306491
184882,0.40760675235711463
118659,0.7706870918568982
44024,0.6137343094265766
256421,0.6511564446619117
240384,0.1613941321489734
50581,0.7035963641153998
266201,0.5997892240811488
25855,0.5909065246438452
329719,0.04051790654346312
205207,0.4873346255904549
49305,0.6491333722265088
203584,0.16978753034608654
327692,0.5409225210305437
131535,0.3819937143609914
209001,0.6195588761126899
127656,0.3530402544366449
94133,0.14789129984756386
61346,0.1507800590925344
153631,0.7594613922502211
321409,0.527636110431526
100163,0.6643863974255227
62420,0.9288631273876959
323254,0.44685435760392944
266750,0.5117526394038052
270787,0.7238553173871314
129414,0.5126559647703107
329161,0.5932212958955154
102641,0.9203944520767073
80572,0.8011272747802849
44806,0.030176713024822627
136691,0.803329130361142
199604,0.6474396371643111
233573,0.7337824867794569
260172,0.29985697348363666
190867,0.7744321282722021
111974,0.979054143064155
74267,0.34783672394000414
51482,0.6473361311327324
25194,0.3501420855524399
236791,0.7073884487268758
313982,0.777941923706645
310955,0.7928373826147506
76542,0.10165233264956622
47470,0.33418333741084366
129379,0.7694073809210155
251798,0.11199352616820671
229586,0.38014942507104277
169519,0.8311534335773566
124953,0.7119144851986375
278007,0.48122306490769146
93713,0.06157667915012138
123477,0.6255622259442573
217290,0.007697084893765173
103367,0.4046333063590342
230633,0.4603477802661046
296334,0.7844157554999341
236672,0.6192765869356569
342098,0.12721832244951728
320503,0.18470180853266085
15795,0.6606507706494533
51074,0.9945047706870919
224881,0.6584771439862995
305925,0.8859551724786872
159721,0.4532435026441086
227406,0.6861320736962945
329873,0.8499633024069857
84688,0.9999153132468901
104737,0.24829215047895065
17896,0.11223817678830193
176661,0.8724523401772776
329733,0.6743135668178482
233640,0.5294992189999436
118933,0.6428477332179084
132474,0.5644842576735608
237365,0.30449592562621147
100122,0.7429757043114967
33888,0.5241074957186141
282386,0.8946967273274743
169098,0.4902045655569566
293131,0.686776633983853
301090,0.5507085458343527
193510,0.3192314206673316
250820,0.5795961382840582
234006,0.8411935186404953
202781,0.7548836027626701
181690,0.7509456687430603
351431,0.24296629467226227
197357,0.5627811129721286
279324,0.9935073489282421
70813,0.5640325949903081
294776,0.9652219733895403
115490,0.8697611833562301
201329,0.5119031936315561
143510,0.422304608841297
112141,0.6254116717165064
70329,0.731759414344054
189170,0.32896098763573406
144566,0.14288537177484614
351514,0.7000442253044018
34342,0.7121309069010294
305701,0.9750268174718182
249916,0.12431074392607787
219655,0.29236690065302895
3171,0.9186160302613998
269003,0.23812033046652992
213707,0.1453318779757984
236404,0.04256920789656925
351860,0.6964638575757005
198950,0.5511319795999021
253647,0.07045937858742496
83543,0.4043604268212357
298853,0.06063571522667821
133993,0.40936635489395334
24886,0.8098406007113688
299656,0.6844759771910345
130637,0.7192163652445566
152615,0.12776408152511431
40374,0.5421457741310198
24773,0.6513916856427725
31846,0.9979392890076595
4768,0.9311120311647252
221837,0.18361029038146678
16911,0.6423349078796319
69698,0.898244161318855
304689,0.4862054688823231
50368,0.06073922125825696
301792,0.2524229821028662
195009,0.7723996461975647
82077,0.22569960667708
183796,0.2503246325535879
185625,0.7457139093287163
147330,0.6823682180025218
125765,0.9131772587838982
124264,0.19841165289722792
57912,0.911474114082466
252289,0.45282947851779365
313479,0.5407907860812616
206957,0.20253307488190903
35792,0.11822270734140053
149815,0.6777669044168847
269381,0.38502361819447845
281413,0.319871276135273
259157,0.3700246532547942
35040,0.2465607768598152
135667,0.2915576716788678
158296,0.46785667237518114
183734,0.7576547415172102
311505,0.7814611287803226
45457,0.5503462747238271
16386,0.7654741517210231
220477,0.454231514763724
287569,0.08802717503810904
348825,0.8805540395581234
142092,0.8197959990213975
307445,0.0746184391290438
290543,0.6563693847977868
93320,0.033310122889888404
132546,0.1169712253232211
17379,0.13557408208969268
10917,0.3636449178538495
292793,0.655785987165252
276876,0.7033799424130078
348857,0.7174755819861867
51206,0.597483862468713
173300,0.3543952424864031
23108,0.29343018988651975
75648,0.5274008694506652
30222,0.5703370532773774
119802,0.9196416809379528
329906,0.9385644654383951
290230,0.8509372000677494
338764,0.9354781037695015
285317,0.5636938479778685
338509,0.6953347008675688
121764,0.9963961081732127
171968,0.7108700152436156
