index,score
194357,0.24076443909140524
313222,0.5678905470764251
321873,0.9246946572068427
118689,0.7878879123774395
342561,0.15465683045712028
47516,0.4688823230517342
93769,0.11685830965240793
293478,0.5292545683798483
74312,0.06843630615202213
235772,0.926468374202533
265505,0.4156237649848505
15335,0.5983965974744528
111727,0.7147185576904982
212062,0.16347366241978284
318170,0.11544686376724317
155630,0.6608107345164387
217246,0.07982196962568455
47877,0.12240999680072266
110229,0.01154562734064776
132875,0.6203398761691477
25813,0.4980427950392382
312447,0.3437247115945575
154217,0.6607683911398837
280898,0.5878060485160999
14534,0.2544648738167379
15144,0.36825564107872105
150572,0.684748856728833
145145,0.058231552402280895
311181,0.7704706701545063
353415,0.5563355100965429
92971,0.9494137794756949
131351,0.7610233923631368
139575,0.8602009898940475
165558,0.22727101642923012
268164,0.2512091386416245
275394,0.018574627848768278
38467,0.9620226960498335
133156,0.07367747520560061
2093,0.7873139243841392
223009,0.8697329544385268
216290,0.9991154939119634
46758,0.5553851365338653
79613,0.46483617818092854
199917,0.12020814121986563
75979,0.5434160754276681
174572,0.8704669062988125
89380,0.8988181493121554
289908,0.6106432429380657
143612,0.5697912942017803
288639,0.7191504977699155
225937,0.43845154976758194
57507,0.6812578805728589
88901,0.196125110563261
27010,0.5824660782505598
158199,0.9965372527617291
244921,0.25535878954400887
98247,0.6847112181718953
263920,0.18623557972787325
140984,0.39828179987579276
77392,0.21822835312494118
93623,0.2690498146301071
132729,0.8944803056250823
229982,0.10393887498353313
327728,0.7841899241583078
18791,0.03308429154826204
226837,0.9450382972316841
157415,0.35943880911605847
32911,0.48626192671772966
192632,0.39658806481359504
220575,0.8007414795716732
203859,0.9654101661742289
142084,0.15842068615089297
246516,0.44077102583886935
280957,0.22591602837947194
141416,0.11436475525528352
215810,0.8334587951897924
94408,0.7687016579784332
220170,0.5354178820784011
251265,0.03224683365639761
307456,0.740369234243559
125545,0.2929220693678604
3296,0.4093287163370156
68609,0.5297344599808044
298852,0.40550840280783634
186491,0.9036264749609499
145746,0.8589400982366336
23342,0.176684795904925
78807,0.8107439260778742
50091,0.24047274027513785
59855,0.43618382671208383
311161,0.3910457873045147
88770,0.041256563223366016
